source,description,severity,status,ip,hash,timestamp
Windows,Suspicious email attachment quarantined for user asmith,Medium,Open,,,2026-06-02T05:18:34
Sysmon,Informational: password changed successfully for user k.nguyen,Low,Open,,,2026-08-09T22:50:46
Firewall,"Domain controller APP-SRV03 compromised, Mimikatz credential dumping activity detected",Critical,Open,,5b11fb3de8df6b343ff8e9fe7ba967bcf35b41261c8d34cf32d66b71627f61ac,2026-07-05T10:04:31
Suricata,Unusual process spawned by Office application on MAIL-GW01,Medium,Open,186.134.21.54,,2026-06-12T05:17:46
Linux,System patch applied successfully on FIN-WKSTN14,Low,Open,35.181.31.116,,2026-05-13T16:42:45
Zeek,Phishing email with malicious attachment hash 90f2e7978cc1a8f1 delivered to svc_backup,High,Open,73.253.72.229,90f2e7978cc1a8f11d1721eb3c6a4282505593fac2c1ad82a83666dcb04a2ada,2026-08-26T22:04:18
Linux,New device registered on the corporate network from 154.217.142.28,Low,Open,154.217.142.28,a59552339583939026bc6395da403503e914199dccb924e537cea3d983a64303,2026-07-20T22:21:11
Sysmon,Scheduled antivirus scan completed on HR-LAPTOP07 with no threats found,Low,Open,,,2026-01-26T03:20:27
Endpoint,Firewall blocked unusual outbound traffic from HR-LAPTOP07 to 134.66.235.58,Medium,Open,134.66.235.58,,2026-05-24T23:59:17
SIEM,Login for user admin observed from a new geographic location,Medium,Open,,,2026-03-21T22:36:35
Linux,Informational: password changed successfully for user guest,Low,Open,71.160.254.86,da8007307d9b21142492802e148d2dfe6529f0640869f86699431db2109c0209,2026-04-02T00:53:12
Windows,New device registered on the corporate network from 44.22.164.109,Low,Open,44.22.164.109,f447bde42fc2fefdfeb26fe24627e518f718b38aad2e7830fc9173bfaa63a7c4,2026-04-19T07:47:39
SIEM,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user admin,High,Open,,,2026-06-18T07:36:54
Suricata,New device registered on the corporate network from 25.45.230.58,Low,Open,25.45.230.58,,2026-04-16T08:01:15
Sysmon,User r.patel logged out after normal session on APP-SRV03,Low,Open,49.145.12.143,,2026-08-31T16:10:24
Email,Suspicious email attachment quarantined for user r.patel,Medium,Open,,,2026-01-09T00:54:59
Firewall,Unusual process spawned by Office application on WEB-SRV02,Medium,Open,,,2026-04-19T16:28:50
Linux,Data exfiltration detected: large outbound transfer from HR-LAPTOP07 to external IP 110.230.63.40,Critical,Open,110.230.63.40,,2026-04-08T15:02:27
Cloud,"Domain controller VPN-GW01 compromised, Mimikatz credential dumping activity detected",Critical,Open,,a6f2bbf730b5062e70b1f67ee734f6829a15eb04d001f450f2538b57ad14762a,2026-08-31T06:35:03
SIEM,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,,,2026-03-20T03:13:38
Firewall,Malware signature ce81edbae8221cde detected by antivirus on WEB-SRV02,High,Open,,ce81edbae8221cde4d92e7ea6ef125863d8b487e08e091f6cb2ebc5d4175f6af,2026-07-07T21:02:15
Firewall,"Ransomware encryption activity detected on host DB-SRV01, mass file rename observed",Critical,Open,151.117.1.118,aeb3b7495acc000af6d1606827ca64ad8ee0f1d10f8c3877e1182f996ce2c7ed,2026-05-19T22:49:12
Email,"Domain controller APP-SRV03 compromised, Mimikatz credential dumping activity detected",Critical,Open,,a8bdd349f9285fb7283f5d6852546753a00e3640988bdef2b83ecc09ad723c9b,2026-06-24T19:25:05
Linux,Brute force attack detected against SSH service on MAIL-GW01 from 194.54.45.116,High,Open,194.54.45.116,,2026-07-17T09:47:41
Cloud,Informational: password changed successfully for user k.nguyen,Low,Open,146.34.138.204,,2026-08-24T10:13:12
Windows,Multiple failed login attempts detected for user jdoe followed by a successful login,High,Open,219.22.45.75,,2026-08-22T02:43:31
Email,User svc_backup logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-01-20T15:03:33
Cloud,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,,,2026-03-15T03:35:45
Zeek,Login for user jdoe observed from a new geographic location,Medium,Open,160.135.69.130,1d64adfea9cbd3f59e0798d6759cbd92a9d6a3eaf6a2b3fccbbdad0177ea45c8,2026-02-24T05:50:06
Sysmon,System patch applied successfully on DB-SRV01,Low,Open,,28abfb6e47fcd18294d9615f127f454306b49645b129c480eda61e69fce01e49,2026-06-02T06:56:05
IDS,Login for user guest observed from a new geographic location,Medium,Open,,,2026-04-17T01:13:18
Endpoint,System patch applied successfully on HR-LAPTOP07,Low,Open,,,2026-08-14T23:05:13
Cloud,Firewall blocked unusual outbound traffic from WEB-SRV02 to 106.79.212.175,Medium,Open,106.79.212.175,,2026-04-23T16:14:21
Email,Routine configuration change applied on HR-LAPTOP07 by svc_backup,Low,Open,,,2026-04-16T20:49:54
Zeek,Firewall blocked unusual outbound traffic from WIN-DC01 to 140.139.57.175,Medium,Open,140.139.57.175,,2026-07-22T10:04:53
IDS,Informational: password changed successfully for user asmith,Low,Open,,,2026-07-25T06:03:24
Linux,Successful VPN login for user r.patel from 78.61.190.111,Low,Open,78.61.190.111,e77acb472dec54f7a7790c513dd67813842bc68a5d6c5d566be1988bb3968942,2026-05-12T20:41:09
Firewall,System patch applied successfully on FIN-WKSTN14,Low,Open,,,2026-01-19T10:13:37
Linux,"Domain controller WEB-SRV02 compromised, Mimikatz credential dumping activity detected",Critical,Open,,0ddc30cd7e9342f1ca0d28e2b0335a0462d10815f5d74351c2894b1ecce85112,2026-04-15T17:39:35
Linux,Successful VPN login for user svc_sql from 67.11.232.215,Low,Open,67.11.232.215,,2026-02-20T07:18:46
Zeek,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,,,2026-02-04T19:50:35
Email,Routine configuration change applied on WEB-SRV02 by svc_backup,Low,Open,116.51.167.92,,2026-02-03T20:24:25
Linux,System patch applied successfully on WIN-DC01,Low,Open,,7dfdfeee7daec9bb9a1683a86b3314c6ab671467626b29aa0e04c80d4d0ce93a,2026-04-26T07:48:33
Windows,System patch applied successfully on APP-SRV03,Low,Open,117.137.106.43,,2026-04-27T23:57:27
Email,Port scan detected from internal host HR-LAPTOP07,High,Open,,,2026-05-02T18:48:38
Sysmon,Successful VPN login for user asmith from 66.21.219.245,Low,Open,66.21.219.245,,2026-03-09T11:43:00
Firewall,Successful VPN login for user k.nguyen from 116.204.57.202,Low,Open,116.204.57.202,,2026-05-07T17:58:54
Endpoint,Login for user jdoe observed from a new geographic location,Medium,Open,185.18.1.27,,2026-05-31T04:34:33
Windows,System patch applied successfully on MAIL-GW01,Low,Open,,,2026-06-22T08:29:58
Windows,User admin logged out after normal session on FIN-WKSTN14,Low,Open,,,2026-07-21T13:55:15
Email,Login for user guest observed from a new geographic location,Medium,Open,,,2026-03-17T12:10:00
SIEM,Informational: password changed successfully for user guest,Low,Open,186.201.234.177,,2026-06-10T20:41:25
Wazuh,Login for user asmith observed from a new geographic location,Medium,Open,,,2026-05-11T23:20:09
Zeek,Phishing email with malicious attachment hash 06584e2c3c5ce8fd delivered to guest,High,Open,149.62.19.170,06584e2c3c5ce8fd56f06b8fe5d36345825740c5b783b8ab825a728017bc7065,2026-07-04T09:51:42
Email,Routine configuration change applied on FIN-WKSTN14 by jdoe,Low,Open,,,2026-01-24T17:08:57
Windows,Suspicious PowerShell script execution detected on WEB-SRV02,High,Open,,,2026-01-27T06:44:36
Cloud,Port scan detected from internal host APP-SRV03,Medium,Open,,,2026-03-01T00:21:59
SIEM,Suspicious outbound connection from HR-LAPTOP07 to known malicious IP 85.178.50.96,High,Open,85.178.50.96,7fcb8684b0670d839d741a0a18f3a0a346ef5311f898f732f3f80068bc8caf6f,2026-08-21T13:55:27
Zeek,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,110.205.83.241,,2026-05-15T06:23:56
Zeek,System patch applied successfully on APP-SRV03,Low,Open,17.186.223.68,8f9ea8f6ee181de29bcafe7c31680af6c31093fad861f53ee2d3cae57d792318,2026-06-20T17:52:10
Sysmon,"Domain controller VPN-GW01 compromised, Mimikatz credential dumping activity detected",Critical,Open,,34caf52435fb582c093bab6e7186ed63abcf0f3d8838900181ebd14731d91ef5,2026-03-04T15:41:27
Endpoint,System patch applied successfully on MAIL-GW01,Low,Open,62.197.26.35,,2026-01-04T14:24:29
Endpoint,Firewall blocked unusual outbound traffic from FIN-WKSTN14 to 188.64.194.147,Medium,Open,188.64.194.147,,2026-04-18T20:30:08
Linux,Routine configuration change applied on WEB-SRV02 by guest,Low,Open,,,2026-08-17T02:46:08
Windows,Brute force attack detected against SSH service on MAIL-GW01 from 159.196.138.70,High,Open,159.196.138.70,,2026-04-20T18:12:21
IDS,Multiple failed login attempts detected for user jdoe followed by a successful login,High,Open,,,2026-08-10T07:00:38
SIEM,Brute force attack detected against SSH service on FIN-WKSTN14 from 111.223.27.180,High,Open,111.223.27.180,,2026-03-21T22:45:26
Firewall,Suspicious email attachment quarantined for user k.nguyen,Medium,Open,,,2026-03-24T05:35:25
Cloud,Suspicious email attachment quarantined for user svc_backup,Medium,Open,102.46.109.54,,2026-05-08T09:27:25
Endpoint,"Critical CVE exploitation attempt succeeded against DB-SRV01, remote code execution confirmed",Critical,Open,153.110.49.97,,2026-08-29T10:57:31
Firewall,System patch applied successfully on HR-LAPTOP07,Low,Open,,,2026-03-18T14:16:33
Endpoint,Firewall blocked unusual outbound traffic from MAIL-GW01 to 102.198.180.151,Medium,Open,102.198.180.151,,2026-04-06T16:02:48
Email,Login for user svc_sql observed from a new geographic location,High,Open,,,2026-03-17T17:09:09
IDS,Routine configuration change applied on DB-SRV01 by svc_backup,Low,Open,,,2026-06-22T12:22:23
SIEM,Repeated DNS requests to newly registered domain from VPN-GW01,Medium,Open,132.193.71.40,,2026-08-22T09:02:39
Wazuh,"Ransomware encryption activity detected on host VPN-GW01, mass file rename observed",Critical,Open,,a5af8fff87e52478eebc22fabf745101a0a9b3e7cab91a278959d4f346771da7,2026-03-17T15:11:35
Suricata,Malware signature 0c553c0ffaf4f6ed detected by antivirus on APP-SRV03,High,Open,,0c553c0ffaf4f6ed71fe77dcd0ffaa0198b1e4c5020e754cb4e5b9c70a92bdf3,2026-03-20T22:51:46
Email,Firewall blocked unusual outbound traffic from APP-SRV03 to 81.40.112.21,Medium,Open,81.40.112.21,,2026-03-21T07:10:32
Sysmon,Malicious PowerShell Empire C2 beacon detected communicating with 123.107.109.4,Critical,Open,123.107.109.4,,2026-04-21T12:02:14
IDS,New device registered on the corporate network from 21.135.169.191,Low,Open,21.135.169.191,9a9144f0c1c997adb17c66c9f459ba3f177b29588dc71118b608df5a390c3e1e,2026-01-06T09:39:56
Windows,"Critical CVE exploitation attempt succeeded against WEB-SRV02, remote code execution confirmed",Critical,Open,,,2026-04-12T22:36:20
Firewall,Malware signature 4d9b8237e18fd406 detected by antivirus on DB-SRV01,High,Open,98.82.6.130,4d9b8237e18fd4066e7ca595fd0f939d8805d36b694abac264d42683bb20b84b,2026-05-12T18:12:40
Linux,Successful VPN login for user r.patel from 175.176.236.165,Low,Open,175.176.236.165,,2026-03-22T03:43:27
Wazuh,Brute force attack detected against SSH service on APP-SRV03 from 97.111.99.149,Critical,Open,97.111.99.149,,2026-02-18T16:33:26
Email,System patch applied successfully on FIN-WKSTN14,Low,Open,132.229.180.79,,2026-05-08T08:56:13
Wazuh,Informational: password changed successfully for user admin,Low,Open,,,2026-06-18T20:25:56
SIEM,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-03-17T01:24:09
Suricata,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Low,Open,180.15.20.169,,2026-03-22T02:49:19
Sysmon,Port scan detected from internal host WEB-SRV02,Medium,Open,,,2026-01-26T02:23:29
Windows,Brute force attack detected against SSH service on FIN-WKSTN14 from 75.210.166.234,High,Open,75.210.166.234,,2026-02-14T21:14:25
IDS,Suspicious email attachment quarantined for user svc_sql,Medium,Open,14.145.201.77,,2026-03-09T18:10:07
Firewall,Repeated DNS requests to newly registered domain from APP-SRV03,Medium,Open,90.199.198.216,,2026-06-07T06:55:35
Windows,Privilege escalation to SYSTEM detected on FIN-WKSTN14 followed by lateral movement attempt,High,Open,45.177.240.160,,2026-05-19T06:52:38
Zeek,System patch applied successfully on DB-SRV01,Low,Open,,,2026-01-20T17:54:26
Endpoint,Privilege escalation to SYSTEM detected on MAIL-GW01 followed by lateral movement attempt,Critical,Open,46.213.89.27,,2026-07-13T13:33:35
Email,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user jdoe,High,Open,,78291b1cf0288db9801019109d8b8ec69eb5bd0949cd4aed1261fa22353cb5b1,2026-08-08T20:50:45
Zeek,Informational: password changed successfully for user admin,Low,Open,15.131.69.173,,2026-07-15T09:34:56
Suricata,Port scan detected from internal host APP-SRV03,Medium,Open,,,2026-01-22T12:24:47
Cloud,New device registered on the corporate network from 102.39.86.184,Low,Open,102.39.86.184,,2026-02-09T20:23:56
Zeek,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-06-29T11:31:38
Sysmon,"Ransomware encryption activity detected on host FIN-WKSTN14, mass file rename observed",Critical,Open,,b3240671bcdd846966fb959c7ff79a1705ef42e62c5b1ab65de4897e4cef7825,2026-07-16T16:13:38
Cloud,Login for user guest observed from a new geographic location,Medium,Open,,90ec5cca593af7214090820e324877e15dbe39c7ba026b62203a9bce727f112e,2026-06-25T03:43:52
SIEM,Port scan detected from internal host APP-SRV03,Medium,Open,36.137.15.221,,2026-05-10T01:08:19
Linux,Login for user k.nguyen observed from a new geographic location,Medium,Open,79.251.60.207,,2026-08-07T19:38:25
Linux,Port scan detected from internal host FIN-WKSTN14,Medium,Open,,,2026-06-25T17:22:24
Windows,"Domain controller MAIL-GW01 compromised, Mimikatz credential dumping activity detected",Critical,Open,,6de81351b89ec0255ac416d3014bf12c51c7e17bab3a3cec2dd4cbc6c14b7cf6,2026-03-11T01:06:46
Cloud,New device registered on the corporate network from 216.25.54.132,Low,Open,216.25.54.132,,2026-05-08T07:03:32
Endpoint,Privilege escalation to SYSTEM detected on FIN-WKSTN14 followed by lateral movement attempt,Critical,Open,148.200.27.234,,2026-05-29T14:46:52
IDS,Suspicious email attachment quarantined for user svc_sql,Medium,Open,129.40.231.17,,2026-03-28T05:21:44
Sysmon,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user asmith,High,Open,,,2026-06-04T22:27:34
Sysmon,Unauthorized access attempt to sensitive file share on WEB-SRV02 by user svc_backup,High,Open,,5b58ca0d2e4593ee06311680b88e18768dace4c153620ddd91af970f06e5a7e3,2026-07-24T05:35:57
Firewall,Port scan detected from internal host FIN-WKSTN14,Medium,Open,,,2026-06-13T02:54:10
Wazuh,Login for user guest observed from a new geographic location,Medium,Open,,8375e7d6746c44b8dd5dd217bcbf8196f295d4f7b0c1124dd9c1d2912013dcba,2026-04-07T13:17:20
Endpoint,Informational: password changed successfully for user r.patel,Low,Open,,f950a54ae61f653dcbc31e1c23f26804b10d854ed8799da4db1a69ff822d05bb,2026-08-02T09:05:55
Sysmon,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,,,2026-05-16T09:41:13
Cloud,Malicious PowerShell Empire C2 beacon detected communicating with 82.192.102.20,Critical,Open,82.192.102.20,,2026-01-08T18:02:36
Linux,Unusual process spawned by Office application on VPN-GW01,Medium,Open,113.152.18.90,,2026-06-14T06:50:39
Email,Phishing email with malicious attachment hash 1430015fd9be10b3 delivered to guest,High,Open,,1430015fd9be10b34a71d630a6fc65e5f9c55cfa622b586f40eae6399883c8ac,2026-03-20T15:30:40
Windows,Port scan detected from internal host DB-SRV01,Medium,Open,,,2026-05-06T23:52:06
Firewall,Firewall blocked unusual outbound traffic from DB-SRV01 to 72.96.175.101,Medium,Open,72.96.175.101,9d539f0d3ca7e70a6950f2d461c3b1f31dc3c17de1a1833efed639de1c1e8d24,2026-07-18T13:23:55
Endpoint,System patch applied successfully on APP-SRV03,Low,Open,,,2026-08-14T07:59:36
Cloud,Multiple failed login attempts detected for user svc_sql followed by a successful login,High,Open,,,2026-06-19T00:23:36
Firewall,Scheduled antivirus scan completed on FIN-WKSTN14 with no threats found,Low,Open,,,2026-03-27T13:57:05
Suricata,Scheduled antivirus scan completed on FIN-WKSTN14 with no threats found,Low,Open,62.91.46.221,,2026-05-28T11:20:08
Windows,Unauthorized access attempt to sensitive file share on VPN-GW01 by user admin,High,Open,,ef00a752547caeb6fc89a35ac454068d884c361e2c1d68a21c6442c4c095fbf3,2026-03-16T00:59:41
Cloud,Login for user k.nguyen observed from a new geographic location,Medium,Open,,,2026-03-30T16:49:17
Sysmon,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-02-01T23:41:59
Cloud,Suspicious outbound connection from VPN-GW01 to known malicious IP 129.38.13.237,High,Open,129.38.13.237,,2026-05-05T07:24:15
Windows,Multiple failed login attempts detected for user jdoe followed by a successful login,High,Open,,,2026-01-02T08:34:47
Firewall,System patch applied successfully on APP-SRV03,Low,Open,,,2026-03-07T22:38:52
Linux,Scheduled antivirus scan completed on WEB-SRV02 with no threats found,Low,Open,33.226.236.115,,2026-07-25T07:57:33
Firewall,Suspicious outbound connection from MAIL-GW01 to known malicious IP 46.21.164.214,High,Open,46.21.164.214,5da331b561a60df70717903dfec4230a0f3e1bf99b80d397edf6973abdfdae5c,2026-03-29T23:53:04
Suricata,Successful VPN login for user svc_backup from 77.180.97.7,Low,Open,77.180.97.7,,2026-06-29T03:17:07
Windows,Firewall blocked unusual outbound traffic from HR-LAPTOP07 to 89.225.148.224,Medium,Open,89.225.148.224,abd9e623ca5cc7f00876139bf3cbd01821499c55d2e68c1e6d6286226e44609a,2026-01-02T06:37:14
Zeek,Suspicious PowerShell script execution detected on HR-LAPTOP07,High,Open,,,2026-03-13T09:28:45
Sysmon,Suspicious PowerShell script execution detected on WEB-SRV02,High,Open,,,2026-07-04T06:49:31
Email,Routine configuration change applied on VPN-GW01 by r.patel,Low,Open,,,2026-08-26T06:25:41
Sysmon,"Critical CVE exploitation attempt succeeded against WIN-DC01, remote code execution confirmed",Critical,Open,,,2026-08-18T01:59:52
Firewall,Informational: password changed successfully for user admin,Low,Open,186.194.224.86,,2026-05-31T10:28:19
Linux,Phishing email with malicious attachment hash 1c6dbe6e2b31937c delivered to svc_backup,High,Open,,1c6dbe6e2b31937cfefcfb6448cf6e2dfaae3409a8058964cec837ccf8dc0fd7,2026-04-26T08:24:31
Linux,Routine configuration change applied on HR-LAPTOP07 by k.nguyen,Low,Open,,,2026-07-06T02:29:08
Linux,Multiple failed login attempts detected for user svc_backup followed by a successful login,High,Open,,,2026-03-26T20:21:58
SIEM,User svc_backup logged out after normal session on MAIL-GW01,Low,Open,,83aea84edd25fe6777ad940288aecc2d5b1d9206292f75db468dbb9d24178de5,2026-01-21T02:48:28
Windows,System patch applied successfully on DB-SRV01,Low,Open,,,2026-03-06T01:03:52
IDS,Suspicious PowerShell script execution detected on HR-LAPTOP07,High,Open,,,2026-06-23T19:05:13
Zeek,System patch applied successfully on APP-SRV03,Low,Open,,,2026-03-16T20:47:38
Suricata,Informational: password changed successfully for user guest,Low,Open,144.95.73.5,,2026-06-24T17:00:24
Linux,Unusual process spawned by Office application on HR-LAPTOP07,Medium,Open,,,2026-05-23T15:48:44
Email,Login for user admin observed from a new geographic location,Medium,Open,91.141.28.244,,2026-07-06T13:51:00
Zeek,Multiple failed login attempts detected for user r.patel followed by a successful login,High,Open,,b1e2b3c74719ff4ad22bb7792c40d52adc1601b268686d7ad1fe79f4983dec43,2026-04-23T17:08:36
Endpoint,System patch applied successfully on VPN-GW01,Low,Open,,64c79f05a3d519b84c4ef6735a34ecc78083e88eda549cca3d52fb2e37b49a8e,2026-05-08T00:42:10
Endpoint,Informational: password changed successfully for user svc_sql,Low,Open,95.32.96.237,,2026-05-05T22:22:08
Zeek,Suspicious email attachment quarantined for user admin,Medium,Open,,,2026-06-14T16:54:54
Email,Unusual process spawned by Office application on DB-SRV01,High,Open,,,2026-08-20T09:14:39
Email,Unauthorized access attempt to sensitive file share on WEB-SRV02 by user r.patel,High,Open,,,2026-02-23T23:23:29
IDS,New device registered on the corporate network from 169.26.49.149,Low,Open,169.26.49.149,,2026-03-10T06:07:45
Cloud,New device registered on the corporate network from 97.47.184.99,Low,Open,97.47.184.99,,2026-07-02T15:46:56
Endpoint,System patch applied successfully on HR-LAPTOP07,Low,Open,,,2026-05-15T23:12:12
Zeek,Successful VPN login for user asmith from 206.15.43.203,Low,Open,206.15.43.203,,2026-05-31T20:42:33
Windows,User admin logged out after normal session on DB-SRV01,Low,Open,,,2026-06-02T02:42:25
Zeek,New device registered on the corporate network from 92.181.6.82,Low,Open,92.181.6.82,,2026-03-04T13:42:27
Firewall,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-03-06T08:56:16
Windows,Scheduled antivirus scan completed on HR-LAPTOP07 with no threats found,Low,Open,,,2026-08-06T07:27:56
Windows,Port scan detected from internal host VPN-GW01,Medium,Open,,,2026-03-22T16:24:01
Windows,Login for user r.patel observed from a new geographic location,Medium,Open,40.168.197.158,2ad70b7255b5c8e9ee1dec995d71e0e212134990bc9433f90088211e56295096,2026-06-10T21:04:29
Email,New device registered on the corporate network from 28.201.84.64,Low,Open,28.201.84.64,18620bb062bea1cd0deb38387b2ac0b384ef142a7c33a332d5f386b6831c3da0,2026-07-13T18:09:17
Linux,New device registered on the corporate network from 41.25.186.80,Low,Open,41.25.186.80,,2026-03-08T10:23:50
Sysmon,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,79.102.34.130,,2026-06-07T01:18:22
Suricata,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",Medium,Open,,,2026-02-21T08:52:09
IDS,"Critical CVE exploitation attempt succeeded against MAIL-GW01, remote code execution confirmed",Critical,Open,,,2026-04-23T05:01:08
SIEM,Suspicious PowerShell script execution detected on VPN-GW01,High,Open,,,2026-03-06T10:40:25
Linux,Suspicious email attachment quarantined for user svc_backup,Medium,Open,,,2026-07-20T05:52:47
Endpoint,Suspicious PowerShell script execution detected on HR-LAPTOP07,High,Open,,,2026-04-05T00:19:18
Email,Suspicious email attachment quarantined for user asmith,Medium,Open,,,2026-01-06T09:20:01
Wazuh,New device registered on the corporate network from 102.122.204.122,Low,Open,102.122.204.122,,2026-06-27T03:11:45
Suricata,User k.nguyen logged out after normal session on WEB-SRV02,Low,Open,,c52f6cf27f6290623cdd3d59cdfc52459e548fcde1e3ce28be4aeb56a4106927,2026-05-13T11:27:08
SIEM,New device registered on the corporate network from 26.195.180.167,Low,Open,26.195.180.167,,2026-03-26T01:01:27
Windows,New device registered on the corporate network from 211.29.63.133,Low,Open,211.29.63.133,,2026-01-12T23:06:43
Wazuh,New device registered on the corporate network from 143.83.212.13,Low,Open,143.83.212.13,63867d0bf865333b8a42f3c127c92fda40b96c002d032a6d0c969b68f6410d13,2026-03-20T05:45:13
Windows,Phishing email with malicious attachment hash bd5909f18d8aab3c delivered to k.nguyen,High,Open,213.92.244.116,bd5909f18d8aab3c6591ae9326b63072ccfe0b42ac18684014aaf616f06ef624,2026-08-03T06:56:17
Zeek,Brute force attack detected against SSH service on FIN-WKSTN14 from 62.139.104.182,High,Open,62.139.104.182,,2026-03-03T04:28:25
SIEM,Routine configuration change applied on WIN-DC01 by guest,Low,Open,,,2026-02-17T12:02:09
SIEM,Known ransomware hash be2baa29bb5d87a4 executed on MAIL-GW01,Critical,Open,,be2baa29bb5d87a443f64948f515042e5ca378419af3739bc4b7161482700336,2026-04-30T09:27:36
SIEM,New device registered on the corporate network from 174.102.207.38,Low,Open,174.102.207.38,,2026-02-13T09:11:38
Suricata,Port scan detected from internal host VPN-GW01,Medium,Open,,,2026-03-21T13:42:26
Suricata,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,,2026-04-11T07:50:10
Email,New device registered on the corporate network from 93.150.136.52,Low,Open,93.150.136.52,,2026-05-11T09:56:30
Sysmon,"Critical CVE exploitation attempt succeeded against FIN-WKSTN14, remote code execution confirmed",Critical,Open,,c88230151cfc191d4753b3ea3cf5d0adb72868551f19621ee554e8a6cf95c12f,2026-07-02T23:38:04
Cloud,Suspicious email attachment quarantined for user admin,Medium,Open,,,2026-04-13T23:41:34
Wazuh,Successful VPN login for user svc_backup from 168.49.164.190,Low,Open,168.49.164.190,,2026-07-22T03:03:27
Endpoint,Data exfiltration detected: large outbound transfer from VPN-GW01 to external IP 13.153.125.83,Critical,Open,13.153.125.83,,2026-04-06T17:59:24
Sysmon,"Domain controller HR-LAPTOP07 compromised, Mimikatz credential dumping activity detected",Critical,Open,,0f52b3d20018067c5e489a45fb84cf74f5543ab74a13c65e8b32ca2d0c59a376,2026-01-02T19:22:14
Firewall,Privilege escalation to SYSTEM detected on APP-SRV03 followed by lateral movement attempt,Critical,Open,,,2026-03-14T04:59:31
Wazuh,Suspicious outbound connection from WEB-SRV02 to known malicious IP 59.25.189.176,High,Open,59.25.189.176,,2026-08-05T04:24:43
Wazuh,Repeated DNS requests to newly registered domain from WEB-SRV02,Medium,Open,,,2026-08-05T18:47:54
Firewall,Login for user r.patel observed from a new geographic location,Medium,Open,209.117.95.12,,2026-04-15T18:24:34
IDS,Routine configuration change applied on VPN-GW01 by admin,Medium,Open,,,2026-06-21T11:39:41
Endpoint,Suspicious email attachment quarantined for user k.nguyen,Medium,Open,175.15.53.20,0cb390f578d3b1832f144414a26005b1229e8e51bba47f608fbf9ac994c76679,2026-05-14T01:43:35
Endpoint,Informational: password changed successfully for user r.patel,Low,Open,,,2026-06-01T17:30:52
Endpoint,System patch applied successfully on VPN-GW01,Low,Open,,5784172fb28a0106bf4c7a720cf7765eca69159cc57bba50203b9999f40e81b3,2026-08-02T08:28:28
Sysmon,Brute force attack detected against SSH service on WIN-DC01 from 183.179.166.88,High,Open,183.179.166.88,3eea14b87206508317f4214e5aeab34d6e11fd66055b3ecdd535f9d53669bb5b,2026-06-04T11:24:13
SIEM,System patch applied successfully on DB-SRV01,Low,Open,,9929fb6ed6e5bd9bd9fddbaff0a3db1ced8a23b0a4ade095d8cfb119cd0c75b1,2026-02-25T05:34:53
Cloud,Malware signature 55a53570598c4fc7 detected by antivirus on WIN-DC01,High,Open,167.82.195.141,55a53570598c4fc7a39e8f2a34a8b7a77a92db7ba44fa240122f9e72329d76d0,2026-02-07T09:34:11
Zeek,"Ransomware encryption activity detected on host MAIL-GW01, mass file rename observed",Critical,Open,202.88.162.126,ac3e810bfb689b8520950925da81ee5aa1b93a316ebee0ec0c2d836b3586cabb,2026-07-08T02:43:50
Zeek,Port scan detected from internal host VPN-GW01,Medium,Open,,,2026-08-22T16:10:59
Cloud,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-07-08T22:35:06
SIEM,Suspicious email attachment quarantined for user r.patel,Medium,Open,,ce01d5143480ecd9a6c4437a133788ca04298b88e4b9e419f8943ebd7808ca39,2026-05-22T00:22:55
Cloud,Suspicious email attachment quarantined for user r.patel,Medium,Open,,,2026-08-23T14:54:36
Email,Repeated DNS requests to newly registered domain from APP-SRV03,Medium,Open,105.113.109.250,,2026-07-13T09:14:21
Sysmon,Suspicious outbound connection from FIN-WKSTN14 to known malicious IP 132.233.60.211,High,Open,132.233.60.211,,2026-07-28T17:20:13
Endpoint,User admin logged out after normal session on FIN-WKSTN14,Low,Open,,,2026-04-20T13:42:32
Endpoint,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,,,2026-08-01T20:16:56
Wazuh,User k.nguyen logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-05-23T05:34:15
Zeek,Scheduled antivirus scan completed on WIN-DC01 with no threats found,Low,Open,,,2026-05-24T20:19:06
